'biryani_blues',7.9,7.2,8.4,8.2
'basil_cafe',8.1,7.6,8.3,8.5
'dollops',7.8,7.5,8.1,7.8
'7_bees',7.4,7.8,7.3,8.2
'sizzler_ranch',8.2,8.2,8.3,7.8
'sais',7.9,7.6,7.8,8.2
'saiba',8.4,8.3,8.1,8.3
'mcdonalds',8.2,7.3,8.0,7.8
'mughal_garden',7.7,7.5,7.3,7.5
'snack_shack',8.5,8.1,8.2,8.7
